step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest,newbalanceOrig,newbalanceDest,isFraud
44,TRANSFER,49169.88,C36515,167467.39,C87408,118007.51,118297.51000000001,167177.38999999998,0
64,PAYMENT,283867.98,C19424,78638.48,C49309,78805.89,0.0,362673.87,0
98,TRANSFER,27845.8,C60513,373247.23,C20308,50813.22,345401.43,78659.02,0
18,TRANSFER,87532.64,C58856,395756.16,C39663,115095.61,308223.51999999996,202628.25,0
88,CASH_IN,31793.35,C39101,201663.0,C73925,67000.67,169869.65,98794.01999999999,0
13,PAYMENT,234193.01,C85350,411788.6,C27154,875428.65,177595.58999999997,1109621.6600000001,0
13,PAYMENT,120310.39,C77724,65477.08,C54438,496789.11,0.0,617099.5,0
25,CASH_IN,42512.32,C23883,257197.43,C68721,2788.99,214685.11,45301.31,0
5,PAYMENT,65821.38,C17554,122000.5,C59227,147438.87,56179.119999999995,213260.25,0
39,CASH_OUT,470680.62,C39466,23290.32,C11245,336588.0,0.0,807268.62,0
29,PAYMENT,50842.98,C20730,92150.03,C42192,622770.8,41307.049999999996,673613.78,0
57,CASH_OUT,4284.49,C36624,3074.22,C16326,38166.54,0.0,42451.03,0
46,PAYMENT,345380.52,C33581,227243.28,C23599,56172.51,0.0,401553.03,0
33,TRANSFER,353911.38,C55135,141935.53,C23888,46307.12,0.0,400218.5,1
88,CASH_IN,100665.66,C16941,10962.31,C97200,725419.76,0.0,826085.42,0
10,CASH_OUT,72654.84,C36310,108741.65,C81440,423661.24,36086.81,496316.07999999996,0
58,PAYMENT,205016.31,C75397,24156.94,C44873,116986.52,0.0,322002.83,0
25,CASH_IN,627707.71,C81589,100600.5,C12114,5535.39,0.0,633243.1,0
74,CASH_OUT,483218.22,C63897,558964.63,C45682,85979.59,75746.41000000003,569197.8099999999,0
39,CASH_IN,135191.12,C68022,86650.51,C57825,139802.84,0.0,274993.95999999996,0
16,PAYMENT,29611.42,C58765,30362.66,C94345,268118.21,751.2400000000016,297729.63,0
60,PAYMENT,94489.14,C11724,9300.68,C16722,362303.99,0.0,456793.13,0
28,CASH_OUT,7535.04,C11094,6846.92,C38938,138840.25,0.0,146375.29,0
76,CASH_IN,132057.56,C39710,21722.95,C10515,74606.95,0.0,206664.51,0
44,CASH_OUT,14314.07,C19136,12801.78,C96297,131729.12,0.0,146043.19,0
58,TRANSFER,40212.36,C70812,921.63,C92376,69873.77,0.0,110086.13,0
32,TRANSFER,248306.58,C94200,60546.85,C93302,320481.47,0.0,568788.0499999999,1
63,PAYMENT,92876.33,C85484,55504.06,C97643,62985.32,0.0,155861.65,0
93,CASH_IN,102282.66,C77328,284589.38,C18968,168323.61,182306.72,270606.27,0
45,CASH_IN,16548.09,C84881,17386.47,C89343,37849.8,838.380000000001,54397.89,0
53,PAYMENT,135271.44,C98625,192184.22,C54272,186344.97,56912.78,321616.41000000003,0
61,PAYMENT,153822.75,C56754,276653.4,C18133,336912.67,122830.65000000002,490735.42,0
50,CASH_OUT,319775.34,C66606,28062.61,C40965,290545.91,0.0,610321.25,0
27,TRANSFER,97269.0,C97596,16578.19,C90761,605253.55,0.0,702522.55,0
26,CASH_OUT,225248.16,C20713,24810.6,C83927,237722.63,0.0,462970.79000000004,0
3,PAYMENT,146649.08,C40078,3343.89,C54953,69979.69,0.0,216628.77,0
90,CASH_IN,49449.3,C38550,37895.1,C17620,369278.9,0.0,418728.2,0
39,CASH_OUT,18873.19,C33056,87705.06,C89425,146873.82,68831.87,165747.01,0
65,CASH_IN,302817.94,C14986,219.89,C71865,113230.77,0.0,416048.71,0
35,CASH_OUT,313879.15,C35495,196189.17,C98787,170515.83,0.0,484394.98,0
53,TRANSFER,29048.18,C29544,1034.76,C41901,52851.09,0.0,81899.26999999999,0
91,CASH_OUT,378345.63,C31642,183944.48,C14782,59264.99,0.0,437610.62,0
46,PAYMENT,84180.99,C76037,74359.21,C29050,177477.27,0.0,261658.26,0
68,TRANSFER,34069.57,C62752,29422.17,C61642,147968.68,0.0,182038.25,0
83,TRANSFER,200401.0,C30253,224588.17,C65688,58422.67,24187.170000000013,258823.66999999998,0
22,TRANSFER,115073.61,C57190,210940.73,C41121,187414.64,95867.12000000001,302488.25,0
60,PAYMENT,63679.53,C72883,52141.23,C55067,467602.22,0.0,531281.75,0
6,TRANSFER,66244.47,C56017,96615.85,C60594,79065.74,30371.380000000005,145310.21000000002,0
52,CASH_OUT,294196.01,C42976,151204.39,C65387,482742.61,0.0,776938.62,0
73,PAYMENT,48103.11,C49285,102882.58,C22928,485459.37,54779.47,533562.48,0
75,CASH_IN,46513.7,C34006,88049.48,C84308,84038.63,41535.78,130552.33,0
86,CASH_OUT,47009.88,C41303,55703.22,C30110,66365.34,8693.340000000004,113375.22,0
73,CASH_OUT,283791.76,C31131,231621.49,C82222,21451.38,0.0,305243.14,0
29,CASH_IN,96833.01,C74883,29678.51,C49642,500992.8,0.0,597825.8099999999,0
43,TRANSFER,332647.2,C17795,157101.57,C73902,154466.9,0.0,487114.1,0
74,CASH_IN,132350.05,C19179,82816.2,C39252,130256.77,0.0,262606.82,0
34,PAYMENT,173771.45,C30817,280306.94,C29771,50468.29,106535.48999999999,224239.74000000002,0
31,CASH_OUT,74486.84,C92001,277164.7,C28220,35788.3,202677.86000000002,110275.14,0
86,CASH_IN,120423.99,C56790,175688.39,C77119,442598.65,55264.40000000001,563022.64,0
46,CASH_IN,34243.36,C28866,231388.03,C77632,18079.22,197144.66999999998,52322.58,0
4,PAYMENT,8105.26,C54153,160860.08,C40784,294092.35,152754.81999999998,302197.61,0
2,PAYMENT,18052.08,C47635,8663.21,C75017,77694.29,0.0,95746.37,0
5,PAYMENT,359633.73,C81512,129646.13,C94022,48597.7,0.0,408231.43,0
46,CASH_OUT,7062.61,C77313,67034.44,C75954,26197.23,59971.83,33259.84,0
79,PAYMENT,56717.19,C85615,103147.31,C29681,70744.94,46430.119999999995,127462.13,0
19,CASH_OUT,372725.29,C79271,6782.33,C82666,171543.04,0.0,544268.33,0
38,CASH_IN,51059.93,C58751,280001.84,C10499,174480.56,228941.91000000003,225540.49,0
59,PAYMENT,195922.67,C84575,363545.84,C55014,239714.18,167623.17,435636.85,0
79,PAYMENT,17637.26,C38168,286990.44,C21789,126226.5,269353.18,143863.76,0
72,CASH_IN,71287.99,C91220,132200.24,C58862,72472.05,60912.249999999985,143760.04,0
20,CASH_OUT,47979.45,C34805,261459.54,C34777,76202.21,213480.09000000003,124181.66,0
76,PAYMENT,135477.61,C91527,100856.68,C84344,133728.12,0.0,269205.73,0
68,CASH_OUT,2698.99,C60601,238941.72,C53508,161387.51,236242.73,164086.5,0
53,CASH_OUT,146384.94,C61387,98271.13,C22497,78147.38,0.0,224532.32,0
55,TRANSFER,32996.38,C17053,298383.84,C18199,14973.64,265387.46,47970.02,0
39,PAYMENT,156253.2,C73498,57669.06,C58045,89025.48,0.0,245278.68,0
36,DEBIT,44597.68,C41063,467547.76,C91518,737331.99,422950.08,781929.67,0
58,CASH_OUT,4677.28,C14816,7053.51,C46294,97045.52,2376.2300000000005,101722.8,0
15,PAYMENT,1225.73,C56882,118488.03,C42743,29381.0,117262.3,30606.73,0
1,PAYMENT,226562.74,C45517,112470.24,C27342,7687.13,0.0,234249.87,0
95,PAYMENT,273893.11,C71869,148849.78,C18003,37430.54,0.0,311323.64999999997,0
9,CASH_IN,40889.13,C55024,109367.5,C77287,12543.13,68478.37,53432.259999999995,0
23,TRANSFER,54587.04,C43636,150260.26,C88148,4800.87,95673.22,59387.91,0
52,PAYMENT,268880.48,C96954,421905.08,C11982,143747.49,153024.60000000003,412627.97,0
26,PAYMENT,64859.81,C82421,49778.0,C93678,10291.56,0.0,75151.37,0
60,DEBIT,113503.62,C38892,193593.53,C94858,43307.41,80089.91,156811.03,0
18,CASH_OUT,70386.48,C30380,126622.67,C91238,327243.76,56236.19,397630.24,0
97,PAYMENT,201353.97,C38792,141702.55,C67472,29193.42,0.0,230547.39,0
78,CASH_IN,300679.71,C10927,93294.93,C44799,409475.67,0.0,710155.38,0
58,PAYMENT,130452.91,C54015,70552.68,C63368,19019.37,0.0,149472.28,0
65,PAYMENT,27762.33,C74835,75521.36,C73934,353631.03,47759.03,381393.36000000004,0
77,PAYMENT,15906.23,C77712,73756.89,C53726,336190.09,57850.66,352096.32,0
79,PAYMENT,3098.76,C10537,346644.17,C75461,47041.99,343545.41,50140.75,0
69,CASH_OUT,114220.26,C21174,454874.58,C75695,72000.4,340654.32,186220.65999999997,0
14,PAYMENT,150791.58,C58652,263134.93,C89759,82231.27,112343.35,233022.84999999998,0
78,TRANSFER,103778.91,C81842,25032.5,C47862,159166.28,0.0,262945.19,0
46,PAYMENT,11431.98,C29261,51356.17,C87063,159573.51,39924.19,171005.49000000002,0
69,CASH_IN,13211.32,C92237,38589.39,C34855,53023.07,25378.07,66234.39,0
75,PAYMENT,95540.78,C88123,208110.4,C78656,433934.74,112569.62,529475.52,0
32,CASH_OUT,106650.06,C27554,1360.58,C11704,520279.66,0.0,626929.72,0
51,TRANSFER,27834.7,C37947,109230.03,C64578,121268.91,81395.33,149103.61000000002,0
69,CASH_IN,51261.22,C87462,163152.06,C22966,81968.6,111890.84,133229.82,0
15,DEBIT,270817.48,C70456,43733.48,C80072,45114.87,0.0,315932.35,0
53,CASH_IN,7065.09,C90201,296960.87,C69447,49701.48,289895.77999999997,56766.57000000001,0
71,CASH_OUT,25149.02,C22229,21564.25,C13122,774579.8,0.0,799728.8200000001,0
69,TRANSFER,173412.71,C36592,101757.55,C81496,957268.31,0.0,1130681.02,0
94,PAYMENT,115826.95,C56764,74882.53,C42849,8367.78,0.0,124194.73,0
15,CASH_IN,76429.27,C66376,96407.29,C87563,286358.62,19978.01999999999,362787.89,0
30,CASH_OUT,89462.76,C52305,172491.45,C21778,132451.17,83028.69000000002,221913.93,0
78,PAYMENT,16558.33,C36646,66550.26,C44515,384640.09,49991.92999999999,401198.42000000004,0
24,PAYMENT,104976.24,C18849,137688.68,C70787,43662.96,32712.439999999988,148639.2,0
88,CASH_OUT,50234.31,C78139,15678.42,C51352,266275.29,0.0,316509.6,0
35,CASH_IN,563025.59,C37652,20720.75,C59654,609604.59,0.0,1172630.18,0
69,PAYMENT,2728.93,C99371,13024.27,C38766,79988.0,10295.34,82716.93,0
12,TRANSFER,298746.34,C87543,99995.72,C84773,25671.52,0.0,324417.86000000004,0
84,CASH_IN,26706.54,C82552,529829.5,C84439,752944.31,503122.96,779650.8500000001,0
46,CASH_IN,40779.95,C18796,21044.25,C61847,222327.12,0.0,263107.07,0
69,CASH_OUT,6229.01,C92166,132175.66,C95263,41603.88,125946.65000000001,47832.89,0
36,TRANSFER,100936.23,C60295,58209.76,C52435,46979.61,0.0,147915.84,0
85,TRANSFER,84987.71,C89685,191885.46,C47798,147430.54,106897.74999999999,232418.25,0
48,TRANSFER,157571.37,C42652,9149.54,C11402,58721.0,0.0,216292.37,0
67,CASH_OUT,66943.23,C87774,75594.06,C49029,50540.12,8650.830000000002,117483.35,0
93,CASH_OUT,111726.81,C74098,48810.37,C59860,91251.59,0.0,202978.4,0
54,CASH_OUT,303960.77,C23621,38774.86,C88223,362172.29,0.0,666133.06,0
89,PAYMENT,53115.03,C58769,154216.6,C99108,190942.09,101101.57,244057.12,0
91,CASH_OUT,64203.78,C47620,143242.7,C21687,24925.49,79038.92000000001,89129.27,0
36,TRANSFER,70243.79,C84730,76676.92,C49630,219.37,6433.130000000005,70463.15999999999,0
52,CASH_OUT,77252.33,C43941,107443.79,C28592,29588.13,30191.459999999992,106840.46,0
22,CASH_OUT,28844.63,C58629,49498.86,C44376,67505.29,20654.23,96349.92,0
38,TRANSFER,26211.38,C48733,90881.26,C88993,201452.57,64669.87999999999,227663.95,0
99,CASH_IN,49079.6,C78721,230952.51,C53902,33047.87,181872.91,82127.47,0
62,CASH_OUT,198333.06,C85089,51988.54,C47815,371734.57,0.0,570067.63,0
65,CASH_OUT,171433.12,C68928,50210.28,C64393,510468.0,0.0,681901.12,0
3,CASH_OUT,4328.96,C44648,152833.59,C98518,272234.94,148504.63,276563.9,0
88,TRANSFER,164546.89,C68252,259546.08,C84024,3920.01,94999.18999999997,168466.90000000002,0
8,PAYMENT,34911.01,C98743,258058.45,C74073,290455.07,223147.44,325366.08,0
39,CASH_IN,5039.5,C93363,71770.58,C24938,24654.62,66731.08,29694.12,0
18,PAYMENT,50083.6,C17414,11884.79,C22820,107323.19,0.0,157406.79,0
3,PAYMENT,10190.63,C15876,31369.92,C76504,66272.88,21179.29,76463.51000000001,0
18,TRANSFER,27512.36,C43534,28345.52,C69027,35437.03,833.1599999999999,62949.39,0
80,CASH_IN,137966.25,C63604,24558.5,C50150,371134.22,0.0,509100.47,0
96,PAYMENT,5416.99,C26608,484949.66,C87385,129080.37,479532.67,134497.36,0
1,TRANSFER,58503.35,C34269,67433.46,C18164,279188.69,8930.110000000008,337692.04,0
26,TRANSFER,22330.58,C56944,130353.77,C79277,1483.14,108023.19,23813.72,0
52,PAYMENT,56082.47,C75931,84171.14,C79254,50896.38,28088.67,106978.85,0
12,PAYMENT,210431.24,C34139,365570.87,C57199,304864.26,155139.63,515295.5,0
38,CASH_OUT,166783.73,C22336,203041.34,C22300,1960.86,36257.609999999986,168744.59,0
85,CASH_IN,52933.07,C27700,192927.21,C98962,547364.21,139994.13999999998,600297.2799999999,0
41,PAYMENT,16924.77,C69830,92747.39,C46157,7293.23,75822.62,24218.0,0
53,CASH_IN,321013.71,C46901,205874.61,C61880,624066.82,0.0,945080.53,0
13,CASH_OUT,67068.14,C27822,242382.42,C27868,101704.05,175314.28000000003,168772.19,0
76,CASH_OUT,15918.74,C22699,609663.5,C61995,8386.54,593744.76,24305.28,0
13,TRANSFER,28450.11,C67991,22412.69,C83371,238868.09,0.0,267318.2,0
18,PAYMENT,176524.7,C92782,168957.93,C23728,93318.17,0.0,269842.87,0
19,TRANSFER,24056.44,C15062,32648.83,C40429,553521.23,8592.390000000003,577577.6699999999,0
19,CASH_OUT,9881.24,C33706,150463.0,C27180,154154.54,140581.76,164035.78,0
70,CASH_IN,36567.98,C32287,41756.33,C15240,218312.24,5188.3499999999985,254880.22,0
48,PAYMENT,136032.61,C65477,11820.88,C19892,498327.29,0.0,634359.8999999999,0
71,CASH_IN,50073.75,C60831,216015.49,C34341,102424.7,165941.74,152498.45,0
71,PAYMENT,20966.5,C19645,74282.69,C31897,518111.7,53316.19,539078.2,0
28,CASH_IN,229214.17,C80145,42347.62,C86306,464236.93,0.0,693451.1,0
92,CASH_OUT,74888.71,C30183,228670.5,C46767,228999.38,153781.78999999998,303888.09,0
19,CASH_OUT,314584.34,C68859,76356.27,C23680,122165.6,0.0,436749.94000000006,0
80,CASH_IN,290789.43,C20975,37452.74,C98663,231513.97,0.0,522303.4,0
81,PAYMENT,93769.84,C79876,148615.59,C92574,59501.99,54845.75,153271.83,0
86,CASH_OUT,60497.34,C54721,38078.83,C42353,737944.65,0.0,798441.99,0
83,DEBIT,53575.49,C99752,496329.75,C13351,1018420.3,442754.26,1071995.79,0
48,TRANSFER,56364.45,C46156,107228.77,C76412,484717.99,50864.32000000001,541082.44,0
29,CASH_OUT,3193.78,C14338,322553.44,C37848,175842.6,319359.66,179036.38,0
48,PAYMENT,114757.27,C14624,11121.44,C33276,377282.63,0.0,492039.9,0
19,PAYMENT,37531.8,C43794,82030.28,C39895,527103.81,44498.479999999996,564635.6100000001,0
99,CASH_OUT,40450.56,C47583,1591.45,C38315,505099.48,0.0,545550.04,0
47,PAYMENT,153549.16,C11223,119260.5,C63661,58962.56,0.0,212511.72,0
89,PAYMENT,391755.21,C41811,63202.31,C37790,1115524.9,0.0,1507280.1099999999,0
60,PAYMENT,11893.59,C94135,212822.0,C47774,28462.01,200928.41,40355.6,0
48,CASH_IN,24046.99,C75490,11087.79,C81768,206491.62,0.0,230538.61,0
20,CASH_OUT,9180.25,C96623,90088.03,C48283,23632.44,80907.78,32812.69,0
19,CASH_OUT,156238.0,C58228,48482.45,C37473,278646.89,0.0,434884.89,0
42,PAYMENT,128574.36,C54384,68970.49,C73145,35235.45,0.0,163809.81,0
77,PAYMENT,101785.35,C33337,173982.69,C19721,392848.67,72197.34,494634.02,0
76,TRANSFER,21295.57,C76931,43578.2,C19742,409127.58,22282.629999999997,430423.15,0
49,CASH_IN,78435.88,C27227,250947.08,C54146,150506.12,172511.19999999998,228942.0,0
15,PAYMENT,91469.61,C47862,39390.95,C76452,78735.4,0.0,170205.01,0
60,PAYMENT,299633.47,C44145,143899.27,C10690,382583.11,0.0,682216.58,0
68,CASH_OUT,112492.25,C18603,154061.5,C49637,183.48,41569.25,112675.73,0
79,CASH_IN,201482.92,C16103,55465.03,C90505,113730.51,0.0,315213.43,0
81,CASH_OUT,181897.19,C51135,86832.04,C33784,15686.96,0.0,197584.15,0
27,PAYMENT,140302.28,C16270,20805.7,C37825,96760.1,0.0,237062.38,0
75,CASH_IN,45753.04,C92916,81019.73,C59032,386956.14,35266.689999999995,432709.18,0
55,TRANSFER,210484.81,C74130,164136.07,C32997,175145.39,0.0,385630.2,0
87,CASH_OUT,141779.88,C79828,90728.39,C77420,106248.18,0.0,248028.06,0
15,PAYMENT,130425.17,C66659,106887.93,C82384,54593.71,0.0,185018.88,0
52,CASH_IN,14863.0,C40218,52417.53,C10265,303174.44,37554.53,318037.44,0
31,PAYMENT,261939.7,C80140,434936.4,C99634,77157.08,172996.7,339096.78,0
90,CASH_IN,212.74,C91096,40538.8,C80066,250670.98,40326.060000000005,250883.72,0
7,CASH_IN,37051.27,C22377,6316.96,C56531,296301.41,0.0,333352.68,0
13,PAYMENT,113089.89,C14228,203686.14,C92405,123323.13,90596.25000000001,236413.02000000002,0
54,PAYMENT,16205.87,C12400,348432.88,C72127,233114.81,332227.01,249320.68,0
13,CASH_OUT,148177.39,C29583,46069.21,C30228,247259.63,0.0,395437.02,0
20,PAYMENT,15518.1,C78391,90063.49,C64150,17146.28,74545.39,32664.379999999997,0
98,CASH_IN,151.92,C20770,59900.2,C37090,39330.52,59748.28,39482.439999999995,0
10,PAYMENT,2883.11,C78381,275445.59,C52332,6879.76,272562.48000000004,9762.87,0
52,CASH_OUT,24292.9,C33870,58087.03,C71447,173057.64,33794.13,197350.54,0
37,PAYMENT,78716.27,C65143,11107.05,C23711,253583.05,0.0,332299.32,0
52,CASH_IN,7869.68,C19891,181719.2,C35040,84779.86,173849.52000000002,92649.54000000001,0
27,TRANSFER,44546.21,C20312,374910.22,C17507,203361.06,330364.00999999995,247907.27,0
34,TRANSFER,21140.67,C14908,278781.82,C75507,557867.42,257641.15000000002,579008.0900000001,0
62,PAYMENT,211601.82,C69539,125182.96,C93329,70283.79,0.0,281885.61,0
16,CASH_OUT,31134.08,C28036,91694.29,C80060,515022.73,60560.20999999999,546156.8099999999,0
59,TRANSFER,105573.2,C97106,25645.9,C73627,599755.85,0.0,705329.0499999999,0
21,PAYMENT,132402.24,C68579,61749.28,C96645,538.98,0.0,132941.22,0
16,CASH_OUT,14838.02,C67322,107778.18,C31956,130835.71,92940.15999999999,145673.73,0
81,PAYMENT,12950.09,C31004,3204.83,C73671,24740.36,0.0,37690.45,0
79,CASH_OUT,239698.93,C76920,16431.63,C18944,28187.95,0.0,267886.88,0
13,CASH_OUT,17201.43,C86761,121040.64,C99438,243494.64,103839.20999999999,260696.07,0
33,PAYMENT,80060.37,C51695,60738.34,C25489,66860.69,0.0,146921.06,0
54,PAYMENT,92590.54,C50880,59185.07,C99326,162414.09,0.0,255004.63,0
69,PAYMENT,38523.28,C52199,94471.05,C86028,351374.68,55947.770000000004,389897.95999999996,0
27,TRANSFER,65782.35,C87156,36175.12,C97267,6514.63,0.0,72296.98000000001,0
52,CASH_IN,36193.02,C34990,31535.34,C37594,33055.77,0.0,69248.79,0
65,CASH_OUT,175448.57,C65287,26340.01,C44254,48375.4,0.0,223823.97,0
44,CASH_IN,16568.74,C88379,138073.03,C91665,340458.82,121504.29,357027.56,0
30,PAYMENT,36092.94,C86380,1277.76,C22348,428935.29,0.0,465028.23,0
23,PAYMENT,70644.32,C90551,59670.08,C13942,361133.35,0.0,431777.67,0
79,PAYMENT,35670.65,C45624,349336.03,C67999,36406.97,313665.38,72077.62,0
83,CASH_IN,198103.59,C64068,416033.58,C79300,137234.21,217929.99000000002,335337.8,0
94,CASH_IN,225501.93,C37057,35194.61,C73882,114551.34,0.0,340053.27,0
16,TRANSFER,163763.22,C52684,7999.66,C41510,42476.37,0.0,206239.59,0
55,TRANSFER,216695.73,C77440,19631.64,C71283,106285.18,0.0,322980.91000000003,0
18,TRANSFER,56243.29,C96855,98857.03,C81157,520621.72,42613.74,576865.01,0
90,CASH_IN,77512.41,C62534,82843.39,C97310,46901.83,5330.979999999996,124414.24,0
17,PAYMENT,100621.19,C21315,134653.26,C18553,12185.0,34032.07000000001,112806.19,0
75,CASH_OUT,152087.6,C24870,558480.51,C64916,317694.06,406392.91000000003,469781.66000000003,0
52,PAYMENT,42943.55,C45551,243548.2,C93600,68470.85,200604.65000000002,111414.40000000001,0
45,PAYMENT,6357.05,C10893,11737.59,C94589,77179.54,5380.54,83536.59,0
56,CASH_OUT,203469.27,C57134,20506.14,C17341,485569.1,0.0,689038.37,0
93,CASH_OUT,147994.52,C46703,30844.03,C61412,220539.87,0.0,368534.39,0
54,CASH_OUT,68672.57,C46031,43301.5,C98716,38832.33,0.0,107504.90000000001,0
9,PAYMENT,8690.17,C86155,7513.56,C42399,34530.55,0.0,43220.72,0
17,CASH_OUT,56997.6,C34620,274097.19,C95817,27217.73,217099.59,84215.33,0
27,CASH_OUT,5472.25,C89565,347701.3,C84795,181653.87,342229.05,187126.12,0
37,CASH_OUT,77911.0,C21013,118894.23,C15623,304271.74,40983.229999999996,382182.74,0
22,PAYMENT,7808.2,C11523,344525.16,C53024,317493.29,336716.95999999996,325301.49,0
72,PAYMENT,135749.36,C32608,333819.62,C79666,158213.83,198070.26,293963.18999999994,0
67,CASH_IN,12861.0,C82717,54177.33,C65654,505683.26,41316.33,518544.26,0
38,TRANSFER,45400.55,C44141,89141.74,C13503,50098.57,43741.19,95499.12,0
99,TRANSFER,36091.61,C92123,35945.88,C26828,246073.8,0.0,282165.41,0
96,CASH_IN,23762.95,C79509,743301.52,C29040,312136.88,719538.5700000001,335899.83,0
72,PAYMENT,295073.65,C49027,131159.44,C84855,348954.24,0.0,644027.89,0
44,CASH_IN,140722.24,C31185,203167.43,C93017,89449.12,62445.19,230171.36,0
91,TRANSFER,138840.81,C58960,469185.76,C56577,217777.06,330344.95,356617.87,0
96,CASH_OUT,49668.05,C98930,8370.97,C42218,883769.13,0.0,933437.18,0
36,TRANSFER,130646.93,C94172,72424.88,C89268,89067.48,0.0,219714.40999999997,0
98,CASH_IN,67460.41,C36853,70776.4,C82290,487302.24,3315.9899999999907,554762.65,0
25,PAYMENT,62446.58,C12978,94552.93,C40899,106258.31,32106.34999999999,168704.89,0
95,PAYMENT,170009.24,C62701,43012.41,C22374,143841.69,0.0,313850.93,0
42,PAYMENT,42618.11,C86575,39006.16,C20743,181982.44,0.0,224600.55,0
13,PAYMENT,9444.38,C72864,162005.91,C60429,259359.78,152561.53,268804.16,0
56,TRANSFER,5043.64,C24229,211866.38,C45604,208171.18,206822.74,213214.82,0
79,PAYMENT,186708.11,C50401,33496.48,C64817,125302.67,0.0,312010.77999999997,0
51,PAYMENT,159891.02,C88367,109771.06,C27057,166443.46,0.0,326334.48,0
50,CASH_OUT,80766.67,C29294,6218.34,C71709,131969.88,0.0,212736.55,0
77,CASH_OUT,42350.0,C34587,90579.61,C12677,410564.54,48229.61,452914.54,0
52,PAYMENT,26830.63,C30420,75343.39,C35221,68104.77,48512.759999999995,94935.40000000001,0
33,PAYMENT,176930.85,C41047,93656.05,C54595,14811.01,0.0,191741.86000000002,0
95,PAYMENT,12262.29,C57550,12587.45,C55276,244747.38,325.15999999999985,257009.67,0
25,CASH_IN,189192.28,C81277,92240.52,C77749,90865.96,0.0,280058.24,0
58,TRANSFER,36051.08,C92185,239488.63,C65912,218502.06,203437.55,254553.14,0
40,CASH_IN,24811.74,C76210,143393.93,C36110,370695.67,118582.18999999999,395507.41,0
87,PAYMENT,264529.49,C73312,93454.85,C65991,79315.5,0.0,343844.99,0
38,CASH_OUT,50019.83,C18354,162900.71,C31358,28057.69,112880.87999999999,78077.52,0
3,CASH_OUT,308679.13,C72792,15013.99,C46696,79425.11,0.0,388104.24,0
16,PAYMENT,103290.11,C74723,4854.7,C39087,186968.27,0.0,290258.38,0
2,TRANSFER,92950.33,C94157,346309.85,C73576,416411.54,253359.51999999996,509361.87,0
23,TRANSFER,48036.42,C26721,545892.05,C82188,323629.46,497855.63000000006,371665.88,0
98,CASH_OUT,30195.59,C66712,266844.28,C29564,723211.15,236648.69000000003,753406.74,0
30,PAYMENT,11263.78,C55147,64186.99,C67842,166667.42,52923.21,177931.2,0
10,PAYMENT,88473.02,C18741,173648.09,C54418,208700.93,85175.06999999999,297173.95,0
65,TRANSFER,5142.87,C62945,52390.31,C27053,280892.41,47247.439999999995,286035.27999999997,0
22,CASH_IN,52008.21,C21951,10273.62,C36761,250399.22,0.0,302407.43,0
52,CASH_OUT,195793.19,C98214,74918.84,C83533,215017.87,0.0,410811.06,0
56,TRANSFER,242273.98,C57200,2646.48,C59518,741908.66,0.0,984182.64,0
33,PAYMENT,56510.65,C39185,33751.26,C20174,287667.54,0.0,344178.19,0
89,CASH_IN,43169.6,C68548,5766.24,C46015,170588.82,0.0,213758.42,0
86,CASH_OUT,72637.0,C93430,126179.49,C55135,355838.62,53542.490000000005,428475.62,0
80,DEBIT,10865.98,C59422,178665.65,C26370,295322.02,167799.66999999998,306188.0,0
30,PAYMENT,11481.43,C58801,168879.07,C36203,433660.48,157397.64,445141.91,0
82,TRANSFER,4006.36,C52551,59657.7,C22773,123203.16,55651.34,127209.52,0
24,PAYMENT,206246.41,C95105,14278.04,C56120,33660.65,0.0,239907.06,0
5,PAYMENT,158803.23,C49568,114278.93,C76829,423853.13,0.0,582656.36,0
53,PAYMENT,29981.93,C58126,5176.05,C12159,13968.41,0.0,43950.34,0
55,CASH_OUT,116753.47,C72775,52011.8,C30866,246991.41,0.0,363744.88,0
23,CASH_OUT,221370.73,C64473,211931.08,C13834,67206.6,0.0,288577.33,0
91,PAYMENT,168105.78,C13026,154017.76,C55012,94937.3,0.0,263043.08,0
76,CASH_IN,21383.19,C64848,12642.68,C46929,56307.99,0.0,77691.18,0
10,PAYMENT,35224.12,C11724,602353.8,C82264,167638.12,567129.68,202862.24,0
98,PAYMENT,33507.25,C79510,94179.72,C83081,27494.31,60672.47,61001.56,0
33,PAYMENT,59035.87,C27866,147745.97,C32691,13729.83,88710.1,72765.7,0
80,TRANSFER,65885.76,C71773,287679.76,C50905,329617.87,221794.0,395503.63,0
93,PAYMENT,33959.73,C90346,118605.68,C48330,158067.71,84645.94999999998,192027.44,0
62,CASH_IN,190366.95,C59783,51375.25,C55786,175376.76,0.0,365743.71,0
82,CASH_OUT,6476.65,C15517,376697.84,C43629,354430.88,370221.19,360907.53,0
27,TRANSFER,72436.89,C20310,240487.03,C21657,402108.42,168050.14,474545.31,0
7,CASH_OUT,44009.39,C23444,229041.78,C10533,304213.36,185032.39,348222.75,0
27,TRANSFER,164264.66,C45558,27937.33,C15194,142319.85,0.0,306584.51,0
74,CASH_OUT,292583.36,C84317,378090.44,C43753,147915.15,85507.08000000002,440498.51,0
10,CASH_IN,11807.17,C53142,21388.38,C78592,153776.56,9581.210000000001,165583.73,0
75,CASH_OUT,59524.16,C46842,35239.97,C50042,122848.62,0.0,182372.78,0
